
running 1 test
tppw -> 5
jpgp -> 5
lcmc -> 25
ppnb -> 29
wsml -> 87
mjts -> 2436
lqcm -> 2
cjcs -> 1218
qwlg -> 1333
htrl -> 13
htmr -> 8
btwf -> 12
crnh -> 3
cgtn -> 3
gvrg -> 9
tbvv -> 3
hpzv -> 6
cdpp -> 18
fnwt -> 26
tmfs -> 2
ndhm -> 3
sggf -> 6
wtmn -> 156
mjrn -> 2
qlbt -> 4
lzjp -> 2
mzhm -> 8
zhbc -> 4
gmjh -> 32
vcwr -> 5
hhzl -> 2
lvtt -> 10
glld -> 1
fdpc -> 7
zljh -> 3
dqqp -> 21
cctp -> 22
qmrn -> 2
mrzf -> 11
jsqw -> 4
zrzv -> 2
mcnc -> 8
ddsz -> 19
vjmv -> 29
nnfl -> 4
gglp -> 2
fdzs -> 5
vvjl -> 7
blnw -> 28
hrfj -> 2
ncrs -> 26
qpwh -> 20
sffw -> 2
bwrv -> 40
pjrt -> 66
qrbz -> 95
vwcj -> 127
fdzh -> 4
bdwq -> 508
vzlj -> 2
plnt -> 254
gjgm -> 508
wqcc -> 2
cltq -> 254
bdvc -> 2
bhgf -> 13
jqmb -> 26
tmsf -> 5
dfwc -> 5
zjpn -> 2
fnqs -> 10
gzmq -> 50
bgtt -> 3
rwwp -> 47
sqwv -> 73
ffdr -> 181
vzvn -> 337
frpp -> 4381
pzmc -> 5714
chnv -> 2
gnhh -> 7
nnqb -> 8
djll -> 56
pwsw -> 5
wjrn -> 2
tpqj -> 10
cbmf -> 1
lpjh -> 11
gmmr -> 67
ngrz -> 134
rvhd -> 9
jngh -> 8
dhcw -> 17
zzgw -> 3
bjwr -> 51
zszw -> 14
zvrf -> 37
gvhh -> 97
wvrt -> 2
hddc -> 194
wftr -> 2
srrw -> 97
hfvr -> 2
ntbd -> 4
cscs -> 2
gdmv -> 2
sbjt -> 2
bbgz -> 18
fwjs -> 3
cnph -> 4
cmrl -> 7
bqlq -> 3
bwjw -> 21
vtfm -> 2
qpcp -> 1
nbgn -> 8
psgt -> 9
bjwq -> 11
qcqf -> 32
vlds -> 50
fwnh -> 2
jhzj -> 48
fhzm -> 2
mrgw -> 15
tswr -> 30
vpml -> 11
cfht -> 41
cznd -> 89
zcpl -> 178
wrqg -> 356
dggn -> 4
drvn -> 89
zdjp -> 178
nbpn -> 2
rfdr -> 356
qjqf -> 1424
qlcb -> 2
bgng -> 2
lgdc -> 17
vfpw -> 34
gqtp -> 8
jhqv -> 3
wwcj -> 11
spmc -> 23
gvnr -> 46
wdcf -> 2
mltr -> 5
zfqr -> 7
gbvc -> 39
gvmh -> 5
sdmf -> 195
mbwm -> 1229
wrjb -> 2458
qwdn -> 2555
psvp -> 1
bgvl -> 5
pjhc -> 6
swvm -> 1
lcnj -> 7
cfmh -> 365
twfn -> 2
fvjh -> 730
jdrm -> 6444
swgm -> 6
ttrr -> 5
wplz -> 30
sbwp -> 2
vlzg -> 3
hdzl -> 3
qfsf -> 9
bwfr -> 18
tbsm -> 1
jnlw -> 4
whsh -> 15
fmfq -> 60
lzcm -> 61
njvl -> 79
hgdn -> 3
rmdw -> 4
fnbt -> 12
dmzh -> 5
pjts -> 4
tmjs -> 2
wmbj -> 8
mzqf -> 13
rznm -> 2
ddzt -> 26
szzp -> 5
mtml -> 3
fgsj -> 15
vcvv -> 41
tlbh -> 53
mpcs -> 5
mhgp -> 265
dpln -> 5
mfjg -> 53
nbvz -> 132
jtqg -> 162
fdrw -> 2
mfqh -> 7
njbw -> 2
nnzl -> 14
spwb -> 1
djqt -> 13
qvfg -> 4
hjvp -> 17
fvjn -> 6
dwdq -> 14
zzlt -> 84
djmj -> 101
ggzz -> 103
gjjr -> 16686
hpjr -> 23130
mjjr -> 186395
sbcf -> 9
hnpr -> 1
ngvj -> 5
qlhp -> 6
mdnw -> 4
cwnj -> 24
lppc -> 216
gcjm -> 2
lnmd -> 4
zrdn -> 8
rvbc -> 1
sqjj -> 6
vgqn -> 7
ppnc -> 56
hvlq -> 2
lsts -> 3
wrtj -> 3
vjfl -> 9
qcvb -> 2
nmwz -> 7
jjhw -> 14
mgbb -> 784
lchn -> 3
vmmd -> 9
ntzh -> 3
bdwg -> 27
jcpc -> 1
fvql -> 26
rjpd -> 29
dnhv -> 2
hjvq -> 7
nmqp -> 14
mdrw -> 43
jmfd -> 827
ftqd -> 4
tmfz -> 3308
zjnr -> 4
swqb -> 827
rgvw -> 2
vqbd -> 1654
sdsz -> 357264
cbvr -> 543659
qvlh -> 4
lvch -> 4
rrtg -> 16
bgqv -> 14
lcfh -> 30
wtfr -> 3
hmsn -> 2
vtzl -> 12
qtrp -> 24
pjjm -> 10
wvnd -> 8
bfbf -> 18
gnzh -> 42
sstl -> 8
htqn -> 3
bmnj -> 3
tbhl -> 9
qpvl -> 14
trfn -> 23
qctj -> 2
dlzc -> 46
fprn -> 2
rwwq -> 23
ztsv -> 31
mfmz -> 73
rvcn -> 219
drqf -> 7
tnvs -> 1
wjgn -> 6
tgps -> 2
bpqt -> 4
gjhq -> 6
dhrr -> 36
vwnd -> 13
mpzd -> 4
qfpw -> 17
hpgr -> 14
pnpj -> 2
qlfm -> 28
rdsr -> 45
zjgj -> 14
ssmp -> 31
nhbc -> 7
nmlc -> 12
zzbg -> 19
pjgm -> 50
cgtd -> 86
fslg -> 18834
fgpd -> 18
zftv -> 2
jgcz -> 8
gdzw -> 16
gfcc -> 4
jqnz -> 64
nbqv -> 5
qzzr -> 59
fqbb -> 16
scnq -> 3
shnf -> 48
fnst -> 107
nvhn -> 7
vgcj -> 2
fqrt -> 14
mpdz -> 2
glcg -> 28
wtvc -> 79
fctr -> 97
tncf -> 16
cqpg -> 5
wsjr -> 11
jpnf -> 2
glln -> 3
gwbq -> 2
flnr -> 6
wfhf -> 12
sjsh -> 23
bhqq -> 2231
fjcs -> 6
wjjj -> 2
ljbw -> 16
jmjh -> 1
rlfj -> 16
nwlm -> 17
ftjp -> 4
mjqp -> 21
qnhl -> 2
wlpp -> 42
stmn -> 2
hnqq -> 21
jdss -> 37
mqcj -> 2
nwfb -> 3
hsmc -> 6
vqwm -> 2
dwdp -> 12
hwtm -> 17
jdbg -> 204
lvbz -> 241
lhwr -> 2
mvlm -> 482
blsp -> 6
sbrq -> 1
lqpg -> 7
qvwt -> 5
hcsc -> 35
pznh -> 4
zwbh -> 2
wbpw -> 8
jsfj -> 3
jgmt -> 24
jfqh -> 59
mvtd -> 2
rvwf -> 3
hfgm -> 9
vsjl -> 27
dmsh -> 54
lfqt -> 6
fvcd -> 9
tvdm -> 6
fpcj -> 4
vlhd -> 7
wzpr -> 28
gnsp -> 9
sbcv -> 37
jpfg -> 43
qwpt -> 3
jfjm -> 129
zlrf -> 138
rgvd -> 2
fmjp -> 69
gjvv -> 128
wbdh -> 3
hnvl -> 13
qsnr -> 4
vlnd -> 3
tjmt -> 7
mgwm -> 4
fwgq -> 11
dfqj -> 143
gwcl -> 429
vhqf -> 557
smsw -> 1039
zmgv -> 2078
zlld -> 2
ddpp -> 1039
fvgq -> 6234
jhbw -> 8465
gbwh -> 27299
bdbh -> 818970
rtjr -> 1362629
pcgj -> 2
bgtv -> 2725258
vbmc -> 3320197
cdbm -> 1
nmlf -> 13
cbnb -> 17
vvzw -> 30
rqqn -> 31
rldc -> 2
sjqr -> 5
jwlq -> 5
zhrc -> 25
vgjn -> 50
ptsh -> 9
nvhl -> 41
jzjg -> 1271
tcwn -> 2
vbwq -> 2
pjlh -> 7
whbs -> 5
rsss -> 35
nrhc -> 5
dcbz -> 7
lhpq -> 7
ztgb -> 49
znsv -> 98
zzmw -> 2
gdgs -> 100
twzg -> 3
hfbj -> 2
bcjf -> 6
spcg -> 13
zfvf -> 2
cgdl -> 11
qhdt -> 66
scsl -> 9
lzzz -> 18
cnfb -> 5
ggpv -> 23
lplj -> 207
nzzw -> 273
vhsh -> 373
pfhr -> 2
hqgp -> 7
fffr -> 3
sltc -> 21
drjj -> 42
gpvt -> 415
grhm -> 5
qjdc -> 83
pjjj -> 2
mvhq -> 13
zphb -> 26
hhlg -> 109
mptj -> 218
vwzw -> 1489
llhh -> 3
dbmt -> 4467
dfpp -> 11
bfpf -> 49137
fjwd -> 6
bztc -> 5
ghsn -> 30
ptmq -> 8
nzzz -> 2
ntgb -> 4
bvlp -> 3
lcmp -> 7
npdr -> 3
tlmt -> 21
hfgs -> 23
rzjr -> 4
lrmf -> 2
vcpt -> 8
ztrt -> 184
vnsv -> 4
prrl -> 2
jgrj -> 8
tzjq -> 23
gcnf -> 31
gzwt -> 2
lrmj -> 62
rmzs -> 92
chqt -> 16
hprq -> 3
hdjf -> 7
zvvb -> 21
wrvq -> 7
gmmd -> 28
tgdd -> 44
ndqh -> 2
lzpr -> 3
wmnt -> 6
sgqn -> 50
tpvh -> 4600
cllm -> 44537
grbb -> 2
ssbg -> 7
hrzg -> 11
vgnb -> 2
lwcl -> 5
dlfw -> 4
tfjp -> 20
nbsg -> 40
drjb -> 11
jnnz -> 29
zmgl -> 3
scmn -> 87
zvpt -> 2
cprw -> 4
hchh -> 8
mpwt -> 8
tnjc -> 1
rhgn -> 7
rjlc -> 56
ncrv -> 11
rhzw -> 8
jmts -> 19
ppgj -> 75
dvtl -> 162
fqzw -> 2
wqnb -> 81
gwwq -> 92
jchb -> 644
chdw -> 3
wgnd -> 3
tsmw -> 3
lzrn -> 2
zlfb -> 5
zhjb -> 7
clqt -> 21
hhbw -> 4
nsfl -> 6
rwpq -> 2
qnhv -> 10
frgv -> 20
qzvc -> 26
dfjb -> 2
fjnp -> 13
hzfs -> 5
qdrh -> 18
dhsj -> 22
dsln -> 5
zfrw -> 5
mbvf -> 25
pftr -> 47
qwtc -> 1
fwsm -> 48
qcqt -> 69
dnvl -> 207
wvgv -> 621
wldh -> 4
mbbz -> 17
fwgp -> 2
szqj -> 34
qwjb -> 136
vbsn -> 757
vvtn -> 15
zvbr -> 2
vdbv -> 30
vdhp -> 13
qvth -> 43
zcmj -> 5
tnth -> 215
scph -> 5
mbtd -> 11
jfgl -> 55
zqrs -> 13
jbnw -> 2
bpfd -> 26
ptnb -> 81
twdd -> 296
ffsc -> 1053
tjfp -> 1697
ddtf -> 3394
fdpf -> 2
mqss -> 6788
rdzw -> 37749
jtwz -> 2
fpmw -> 2
scnp -> 7
hqjh -> 3
stpw -> 21
bssl -> 2
jjrz -> 23
rmtc -> 46
rgzp -> 92
thns -> 5
zblv -> 460
fbrz -> 1
zljm -> 461
cdwq -> 2
rhdg -> 10
cvwg -> 12
thws -> 3
cwlr -> 36
zjjw -> 497
fthn -> 6
rrtr -> 1
ntcq -> 7
phqm -> 71
vgmv -> 3
nlpz -> 213
jjgl -> 8
mntv -> 4
csjq -> 3
frdv -> 12
dvrv -> 4
sqdm -> 3
vqjz -> 10
tgrh -> 13
tcsq -> 17
csgn -> 29
wvvc -> 37
mzth -> 3
dctr -> 111
sggg -> 324
bhwb -> 12230676
tjtt -> 40608253763172
40608253763172 = +0,+86,*40,-517,+778,+403,/4,-937,*3,+638,/5,-740,+579,/2,+757,*8,-750,*2,+275,+449,/6,-801,/5,+959,*16,-890,*2,+897,+291,/4,-280,/4,+285,*10,-181,/3,+234,*2,-93,*2,+942,/8,-11,+380,+7,/2,+112,*2,-824,*2,+50,/6,-136,*18,+362,/2,-976,*2,+316,/2,+355,/3,-164,*2,+64,*2,-173,/3,+372,+749,/10,-3872582054047,*27
test day21::run_part_two ... ok

test result: ok. 1 passed; 0 failed; 0 ignored; 0 measured; 64 filtered out; finished in 0.03s

